student_id,origin_country,destination_country,destination_city,university_name,course_name,field_of_study,year_of_enrollment,scholarship_received,enrollment_reason,graduation_year,placement_status,placement_country,placement_company,starting_salary_usd,gpa_or_score,visa_status,post_graduation_visa,language_proficiency_test,test_score,world_university_rank,study_duration,stem_flag,placed_flag,scholarship_flag,stay_in_canada
S00819,0,2,34,22,10,3,2022.0,No,2,2025.0,Placed,Germany,6,1.6519161046251027,0.913065089647669,5,1,1,1.0989593011638763,-0.28549519127799955,3.0,1,1,0,0
S00534,4,2,34,22,6,5,2020.0,Yes,0,2023.0,Placed,Germany,10,0.885443154137862,1.2381810989835285,0,2,1,0.9644395262493923,-0.28549519127799955,3.0,0,1,1,0
S03459,9,4,13,7,0,7,2022.0,Yes,4,2025.0,Not Placed,UK,9,-0.8785035087145754,1.5400745362239707,3,2,2,-0.178978560523721,-0.28549519127799955,3.0,0,0,1,0
S00683,2,5,36,34,1,6,2019.0,Yes,1,2020.0,Not Placed,UK,9,-0.8785035087145754,-0.7357375291270501,5,1,3,0.8299197513349084,-0.28549519127799955,1.0,0,0,1,0
S01530,3,5,32,24,4,1,2023.0,Yes,2,2025.0,Placed,Russia,11,1.9896327114269594,-0.5731795244591205,0,3,0,-1.8941056906833906,0.6906008193616664,2.0,0,1,1,0
S02549,8,7,43,2,11,0,2019.0,Yes,1,2021.0,Placed,UAE,11,1.647597780523415,-0.6660698128407949,5,3,0,-1.8941056906833906,-0.28549519127799955,2.0,0,1,1,0
S00548,3,7,12,26,5,1,2020.0,Yes,1,2022.0,Placed,UAE,2,2.060579424293958,0.44861364773929696,3,4,1,0.5272502577773197,-0.28549519127799955,2.0,0,1,1,0
S03536,0,1,46,43,14,1,2023.0,Yes,0,2025.0,Not Placed,UK,9,-0.8785035087145754,0.6343942245026458,2,4,0,-1.8941056906833906,-0.28549519127799955,2.0,0,0,1,0
S00088,5,9,42,47,13,1,2021.0,No,0,2023.0,Not Placed,UK,9,-0.8785035087145754,1.0756230943155987,2,3,2,-0.010828841880616107,-0.7275009319450181,2.0,0,0,0,0
S01254,7,3,11,18,6,3,2023.0,No,0,2026.0,Not Placed,UK,9,-0.8785035087145754,1.5168519641285516,5,3,2,0.32547059540559364,-0.28549519127799955,3.0,1,0,0,0
S01617,1,4,13,51,0,3,2019.0,Yes,3,2020.0,Placed,Ireland,1,0.6649325677032755,1.5400745362239707,5,0,0,-1.8941056906833906,-0.28549519127799955,1.0,1,1,1,0
S04902,8,3,2,13,2,5,2021.0,No,1,2023.0,Not Placed,UK,9,-0.8785035087145754,-0.6428472407453758,3,4,1,0.9980694699780132,0.5800993841949118,2.0,0,0,0,0
S02679,7,8,6,55,4,7,2021.0,No,2,2022.0,Placed,UK,5,-0.1662560891846013,-1.385969547798771,2,2,2,0.9308095825207715,-0.8748361788340243,1.0,0,1,0,0
S04110,2,7,12,10,2,1,2021.0,No,3,2023.0,Not Placed,UK,9,-0.8785035087145754,1.2614036710789476,4,2,1,-0.07808872933785782,-0.28549519127799955,2.0,0,0,0,0
S02975,2,4,13,46,0,1,2021.0,Yes,2,2024.0,Not Placed,UK,9,-0.8785035087145754,1.3078488152697847,3,2,1,0.8299197513349084,1.279941806917691,3.0,0,0,1,0
S04432,2,5,32,11,10,3,2022.0,Yes,0,2023.0,Placed,Russia,11,1.0773423786019054,-0.5964020965545386,0,2,0,0.5608802015059405,-0.28549519127799955,1.0,1,1,1,0
S03115,2,7,12,58,5,0,2019.0,Yes,2,2022.0,Placed,UAE,1,0.18331126092827985,-0.10872808255074845,5,0,1,0.9980694699780132,-0.28549519127799955,3.0,0,1,1,0
S03962,4,3,33,14,5,6,2022.0,Yes,2,2024.0,Placed,India,12,0.443672683022734,-1.0376309663674925,5,1,3,0.8299197513349084,-0.08290922680561606,2.0,0,1,1,0
S00105,8,6,7,56,13,2,2022.0,No,4,2023.0,Placed,South Africa,2,1.7156261739061676,0.10027506630801845,5,2,2,0.8635496950635292,3.195300016474772,1.0,1,1,0,0
S02068,9,5,32,11,1,7,2021.0,No,0,2024.0,Placed,Russia,6,1.4360393362905008,0.3789459314530417,5,1,1,0.7290299201490454,-0.28549519127799955,3.0,0,1,0,0
S01414,5,7,12,10,8,6,2020.0,Yes,4,2021.0,Not Placed,UK,9,-0.8785035087145754,-0.29450865931409725,4,3,2,0.9980694699780132,-0.28549519127799955,1.0,0,0,1,0
S02381,4,6,23,62,0,2,2023.0,Yes,0,2024.0,Placed,South Africa,3,1.0190154256667798,-0.4338440918866089,1,1,0,0.5945101452345617,-0.28549519127799955,1.0,1,1,1,0
S02923,1,5,32,24,6,6,2019.0,Yes,4,2021.0,Placed,Russia,8,0.2585368611471789,1.0756230943155987,0,0,1,0.42636042659145684,0.6906008193616664,2.0,0,1,1,0
S01773,0,2,0,36,3,0,2021.0,Yes,2,2022.0,Placed,Germany,9,1.2858050379765318,-1.6646404129437942,1,4,0,0.7962898076062874,1.040522030723056,1.0,0,1,1,0
S04139,4,9,9,57,11,6,2023.0,Yes,1,2026.0,Not Placed,UK,9,-0.8785035087145754,-0.22484094302784197,4,1,0,0.8635496950635292,-0.5617487791948862,3.0,0,0,1,0
S01892,4,8,29,64,9,6,2020.0,Yes,1,2021.0,Placed,UK,4,0.6016957394196558,1.2381810989835285,5,4,2,0.9644395262493923,-0.41441353230587996,1.0,0,1,1,0
S02408,6,5,41,38,5,3,2020.0,Yes,1,2021.0,Placed,Russia,9,0.47037136262860274,0.35572335935762256,4,3,2,0.49362031404869855,-0.28549519127799955,1.0,1,1,1,0
S00736,6,4,30,27,0,7,2021.0,No,4,2023.0,Not Placed,UK,9,-0.8785035087145754,-1.153743826844585,1,2,2,1.0989593011638763,-0.28549519127799955,2.0,0,0,0,0
S02454,5,3,33,14,13,4,2023.0,No,3,2026.0,Placed,India,0,0.906679843898217,-1.6646404129437942,1,1,3,-0.010828841880616107,-0.08290922680561606,3.0,0,1,0,0
S01055,1,7,12,29,1,5,2019.0,No,3,2022.0,Placed,UAE,2,0.7710765797552632,0.6343942245026458,0,3,1,0.8635496950635292,-0.28549519127799955,3.0,0,1,0,0
S04291,5,9,42,40,5,0,2020.0,No,3,2022.0,Not Placed,UK,9,-0.8785035087145754,1.1685133826972731,4,4,0,0.49362031404869855,-0.819585461250647,2.0,0,0,0,0
S01733,3,8,15,60,4,4,2020.0,Yes,2,2023.0,Not Placed,UK,9,-0.8785035087145754,0.26283307097594816,1,0,0,-1.8941056906833906,-0.5064980616115089,3.0,0,0,1,0
S02115,9,2,34,44,13,3,2020.0,No,4,2023.0,Not Placed,UK,9,-0.8785035087145754,-0.5267343802682832,1,0,2,0.6953999764204246,-0.08290922680561606,3.0,1,0,0,0
S04263,2,7,12,26,14,5,2021.0,No,0,2023.0,Placed,UAE,5,0.3096468888712644,-1.3163018315125148,4,1,1,-0.07808872933785782,-0.28549519127799955,2.0,0,1,0,0
S02672,8,7,43,2,1,3,2023.0,No,3,2025.0,Not Placed,UK,9,-0.8785035087145754,-0.7125149570316321,4,2,3,0.9980694699780132,-0.28549519127799955,2.0,1,0,0,0
S04804,2,3,8,16,13,7,2022.0,No,2,2024.0,Not Placed,UK,9,-0.8785035087145754,0.8201748012659946,3,4,2,0.6953999764204246,-0.28549519127799955,2.0,0,0,0,0
S02745,1,7,12,26,5,3,2022.0,Yes,1,2024.0,Placed,UAE,4,0.9052009657812006,0.9595102338385062,4,3,0,0.5272502577773197,-0.28549519127799955,2.0,1,1,1,0
S01919,6,9,5,25,5,1,2023.0,No,0,2025.0,Placed,USA,4,-0.16879975954586945,-0.8750729616995618,1,2,3,0.2918406516769728,-0.8932530846951501,2.0,0,1,0,0
S00748,0,3,11,15,0,3,2019.0,Yes,3,2021.0,Not Placed,UK,9,-0.8785035087145754,-0.9679632500812362,2,1,1,0.8635496950635292,2.348122346862986,2.0,1,0,1,0
S04570,8,2,45,68,7,2,2021.0,Yes,4,2024.0,Not Placed,UK,9,-0.8785035087145754,-1.130521254749167,1,3,0,0.5945101452345617,4.8344046381149655,3.0,1,0,1,0
S01419,3,9,42,47,12,6,2022.0,Yes,4,2025.0,Placed,USA,10,0.8031583757070716,-1.6878629850392124,1,4,3,0.8299197513349084,-0.7275009319450181,3.0,0,1,1,0
S04103,1,3,8,16,8,3,2021.0,Yes,0,2024.0,Placed,India,12,0.249210069822529,-1.362746975703352,2,1,0,-1.8941056906833906,-0.28549519127799955,3.0,1,1,1,0
S03638,9,7,12,10,2,4,2022.0,No,2,2025.0,Not Placed,UK,9,-0.8785035087145754,0.9362876617430871,5,1,0,-0.010828841880616107,-0.28549519127799955,3.0,0,0,0,0
S02130,2,9,42,47,3,1,2019.0,Yes,2,2020.0,Not Placed,UK,9,-0.8785035087145754,-1.0608535384629105,2,0,2,0.9980694699780132,-0.7275009319450181,1.0,0,0,1,0
S04690,4,2,45,68,7,6,2022.0,No,0,2024.0,Placed,Germany,4,0.26849464046842236,1.2614036710789476,3,4,1,0.6953999764204246,4.8344046381149655,2.0,0,1,0,0
S00550,8,5,32,30,8,1,2022.0,Yes,3,2023.0,Not Placed,UK,9,-0.8785035087145754,-0.17839579883700477,4,2,0,-1.8941056906833906,-0.28549519127799955,1.0,0,0,1,0
S00094,7,6,23,71,7,7,2023.0,No,0,2026.0,Not Placed,UK,9,-0.8785035087145754,-0.01583779416907404,1,4,0,-1.8941056906833906,-0.28549519127799955,3.0,0,0,0,0
S00836,8,4,30,27,0,6,2023.0,No,2,2025.0,Not Placed,UK,9,-0.8785035087145754,-1.618195268752957,1,1,0,-0.010828841880616107,-0.28549519127799955,2.0,0,0,0,0
S03681,6,8,4,53,4,5,2019.0,No,1,2022.0,Placed,UK,6,0.8357331310312186,-1.130521254749167,4,3,3,0.12369093303386793,0.6353501017782891,3.0,0,1,0,0
S01471,3,6,23,62,3,3,2023.0,No,1,2025.0,Not Placed,UK,9,-0.8785035087145754,-1.4788598361804455,5,3,2,0.1573208767624888,-0.28549519127799955,2.0,1,0,0,0
S03809,9,1,22,59,3,3,2020.0,No,3,2023.0,Placed,Finland,8,-0.05275712329731882,-0.01583779416907404,3,1,0,-1.8941056906833906,-0.28549519127799955,3.0,1,1,0,0
S04130,1,3,8,16,13,5,2023.0,Yes,4,2025.0,Placed,India,5,-0.042819062350968856,-1.6878629850392124,4,0,2,1.0653293574352556,-0.28549519127799955,2.0,0,1,1,0
S02954,4,6,44,41,6,5,2020.0,Yes,0,2023.0,Not Placed,UK,9,-0.8785035087145754,-1.641417840848375,0,4,3,1.0989593011638763,-0.28549519127799955,3.0,0,0,1,0
S01884,2,9,42,47,4,5,2019.0,No,0,2022.0,Not Placed,UK,9,-0.8785035087145754,1.5168519641285516,0,1,0,-1.8941056906833906,-0.7275009319450181,3.0,0,0,0,0
S01197,7,5,41,38,4,5,2023.0,No,1,2026.0,Not Placed,UK,9,-0.8785035087145754,0.7272845128843202,1,4,2,0.25821070794835194,-0.28549519127799955,3.0,0,0,0,0
S04574,3,9,5,25,10,5,2022.0,No,3,2024.0,Not Placed,UK,9,-0.8785035087145754,0.4718362198347161,5,0,0,-1.8941056906833906,-0.8932530846951501,2.0,0,0,0,0
S00739,8,0,50,39,8,6,2019.0,No,2,2020.0,Placed,Canada,0,0.8449218937316136,1.7258551129873196,0,4,3,0.6281400889631826,-0.28549519127799955,1.0,0,1,0,1
S04461,9,1,21,61,4,7,2022.0,Yes,1,2024.0,Not Placed,UK,9,-0.8785035087145754,1.6561873967010632,4,1,2,1.1325892448924972,0.966854407278553,2.0,0,0,1,0
S04044,8,7,12,10,8,7,2020.0,Yes,4,2022.0,Placed,UAE,8,0.9928294238081435,0.5182813640255532,2,0,0,-1.8941056906833906,-0.28549519127799955,2.0,0,1,1,0
S03028,6,3,11,15,1,1,2022.0,Yes,0,2023.0,Placed,India,7,1.3979039992463722,0.8898425175522499,4,1,1,0.32547059540559364,2.348122346862986,1.0,0,1,1,0
S01675,5,2,20,9,1,7,2020.0,No,3,2022.0,Not Placed,UK,9,-0.8785035087145754,-0.3641763756003536,0,1,0,-1.8941056906833906,-0.28549519127799955,2.0,0,0,0,0
S01716,9,0,27,72,2,0,2022.0,Yes,2,2023.0,Not Placed,UK,9,-0.8785035087145754,-0.06228293835991124,3,3,1,-0.11171867306647898,1.611446112417955,1.0,0,0,1,0
S02348,8,9,42,40,1,2,2021.0,No,1,2023.0,Placed,USA,8,0.8012062565926099,0.5647265082163905,1,3,1,-0.04445878560923697,-0.819585461250647,2.0,1,1,0,0
S01018,3,6,40,67,5,2,2022.0,Yes,1,2024.0,Placed,South Africa,11,1.6118680852162997,-1.2234115431308403,2,1,0,-1.8941056906833906,-0.28549519127799955,2.0,1,1,1,0
S02790,7,5,36,34,14,7,2020.0,Yes,3,2021.0,Not Placed,UK,9,-0.8785035087145754,-0.31773123140951637,3,3,0,1.0653293574352556,-0.28549519127799955,1.0,0,0,1,0
S04055,5,4,18,33,13,2,2022.0,Yes,1,2025.0,Not Placed,UK,9,-0.8785035087145754,-0.5499569523637023,2,2,0,1.0653293574352556,-0.28549519127799955,3.0,1,0,1,0
S01986,9,0,48,69,0,1,2020.0,No,1,2021.0,Placed,Canada,9,1.1142157396528467,-1.641417840848375,5,4,3,0.5608802015059405,-0.5249149674726347,1.0,0,1,0,1
S01426,9,5,24,19,0,3,2021.0,No,4,2024.0,Placed,Russia,3,0.5862168151282179,-1.7110855571346315,2,4,0,0.25821070794835194,-0.28549519127799955,3.0,1,1,0,0
S01128,0,5,36,34,13,5,2019.0,Yes,4,2022.0,Not Placed,UK,9,-0.8785035087145754,-0.898295533794981,2,0,3,0.3927304828628357,-0.28549519127799955,3.0,0,0,1,0
S00657,3,8,27,17,6,0,2019.0,No,2,2022.0,Placed,UK,0,2.0633005600292678,0.7272845128843202,0,0,2,-0.14534861679509983,-0.8011685553895213,3.0,0,1,0,0
S04608,1,9,35,5,0,4,2020.0,No,0,2021.0,Not Placed,UK,9,-0.8785035087145754,1.2149585268881102,3,1,0,-1.8941056906833906,-0.580165685056012,1.0,0,0,0,0
S03169,5,7,12,29,7,4,2019.0,Yes,3,2022.0,Placed,UAE,7,0.15730272444368543,0.12349763840343654,3,1,2,1.0989593011638763,-0.28549519127799955,3.0,0,1,1,0
S03492,5,8,15,60,2,6,2023.0,No,3,2025.0,Placed,UK,12,0.4322951807091548,0.8201748012659946,3,3,1,0.6281400889631826,-0.5064980616115089,2.0,0,1,0,0
S03448,8,1,21,61,5,2,2019.0,No,1,2022.0,Placed,Finland,1,1.6032511553878177,-1.57175012456212,2,3,3,-0.04445878560923697,0.966854407278553,3.0,1,1,0,0
S01531,1,0,50,39,6,3,2019.0,Yes,0,2021.0,Not Placed,UK,9,-0.8785035087145754,1.1917359547926911,5,4,3,0.7290299201490454,-0.28549519127799955,2.0,1,0,1,0
S01272,6,1,26,23,4,2,2020.0,Yes,0,2022.0,Placed,Finland,12,0.3872584124522831,1.122068238506436,0,1,1,1.0653293574352556,-0.28549519127799955,2.0,1,1,1,0
S02609,9,7,43,2,9,6,2022.0,Yes,0,2025.0,Placed,UAE,2,0.027220605270926106,1.37751653155604,2,2,0,0.6617700326918035,-0.28549519127799955,3.0,0,1,1,0
S00085,7,8,15,60,8,3,2019.0,No,3,2021.0,Placed,UK,5,0.7590483710701968,1.6794099687964823,0,4,0,0.32547059540559364,-0.5064980616115089,2.0,1,1,0,0
S04859,7,0,25,35,2,4,2021.0,Yes,3,2024.0,Placed,Canada,1,1.6740401212556675,0.35572335935762256,1,3,0,-0.178978560523721,3.6188888512806643,3.0,0,1,1,1
S01703,7,4,13,45,10,3,2019.0,No,1,2021.0,Placed,Ireland,9,1.57544824678791,-1.2466341152262594,5,2,1,1.0653293574352556,-0.28549519127799955,2.0,1,1,0,0
S03403,2,7,1,73,14,3,2021.0,No,1,2022.0,Not Placed,UK,9,-0.8785035087145754,0.6343942245026458,1,0,2,0.3927304828628357,-0.28549519127799955,1.0,1,0,0,0
S02597,5,4,30,27,0,6,2022.0,No,3,2024.0,Placed,Ireland,1,0.4675713533937184,-0.38739894769577166,1,1,0,-0.14534861679509983,-0.28549519127799955,2.0,0,1,0,0
S00429,1,9,35,32,10,7,2020.0,No,3,2023.0,Not Placed,UK,9,-0.8785035087145754,-1.594972696657538,0,0,1,0.2918406516769728,-0.1197430385278676,3.0,0,0,0,0
S04543,0,3,11,6,7,5,2019.0,No,1,2021.0,Placed,India,3,0.4855939480464245,1.6329648246056452,1,2,0,0.6953999764204246,-0.28549519127799955,2.0,0,1,0,0
S03607,3,8,4,53,12,4,2020.0,No,2,2023.0,Not Placed,UK,9,-0.8785035087145754,-0.38739894769577166,0,0,0,-1.8941056906833906,0.6353501017782891,3.0,0,0,0,0
S00055,3,1,21,61,9,7,2019.0,Yes,4,2021.0,Not Placed,UK,9,-0.8785035087145754,0.16994278259427376,0,4,0,0.5945101452345617,0.966854407278553,2.0,0,0,1,0
S00396,4,9,42,47,14,0,2019.0,No,4,2022.0,Placed,USA,1,1.9167930345701802,0.12349763840343654,2,3,3,-0.07808872933785782,-0.7275009319450181,3.0,0,1,0,0
S03905,7,1,21,61,8,4,2021.0,Yes,3,2024.0,Not Placed,UK,9,-0.8785035087145754,-0.13195065464616756,4,2,0,0.6281400889631826,0.966854407278553,3.0,0,0,1,0
S02912,1,5,32,24,3,3,2021.0,Yes,4,2024.0,Placed,Russia,4,-0.08255158776147514,-1.130521254749167,4,4,3,0.45999037032007767,0.6906008193616664,3.0,1,1,1,0
S00293,3,2,20,9,4,7,2021.0,Yes,2,2023.0,Not Placed,UK,9,-0.8785035087145754,1.4471842478422963,1,4,0,0.6617700326918035,-0.28549519127799955,2.0,0,0,1,0
S00745,2,1,49,70,7,5,2022.0,Yes,2,2025.0,Not Placed,UK,9,-0.8785035087145754,0.10027506630801845,2,4,0,-1.8941056906833906,-0.28549519127799955,3.0,0,0,1,0
S03824,8,2,34,44,14,6,2019.0,No,4,2021.0,Not Placed,UK,9,-0.8785035087145754,0.4950587919301342,4,0,0,-0.11171867306647898,-0.08290922680561606,2.0,0,0,0,0
S04959,4,9,42,47,1,3,2019.0,No,1,2020.0,Placed,USA,1,1.3070022909870997,-0.17839579883700477,2,2,3,0.7962898076062874,-0.7275009319450181,1.0,1,1,0,0
S02075,4,7,12,58,6,0,2023.0,Yes,2,2024.0,Placed,UAE,12,-0.05987545663389091,0.8433973733614127,2,3,0,1.031699413706634,-0.28549519127799955,1.0,0,1,1,0
S02292,6,4,18,33,4,4,2021.0,No,4,2023.0,Placed,Ireland,4,1.0110492022097852,-0.9679632500812362,4,3,1,0.49362031404869855,-0.28549519127799955,2.0,0,1,0,0
S02424,6,8,27,48,1,4,2022.0,Yes,0,2023.0,Placed,UK,8,1.851604087172099,-1.0608535384629105,5,3,0,0.9644395262493923,-0.7459178378061438,1.0,0,1,1,0
S01021,0,8,6,55,3,1,2020.0,No,3,2021.0,Placed,UK,3,-0.13955740957873256,-1.4556372640850264,4,2,0,-1.8941056906833906,-0.8748361788340243,1.0,0,1,0,0
S02331,4,0,50,54,3,0,2021.0,Yes,4,2022.0,Placed,Canada,10,0.7081946822197275,-1.4324146919896081,1,4,0,-1.8941056906833906,-0.28549519127799955,1.0,0,1,1,1
S02644,9,6,23,71,8,4,2021.0,No,3,2024.0,Not Placed,UK,9,-0.8785035087145754,-1.2234115431308403,0,4,1,0.5945101452345617,-0.28549519127799955,3.0,0,0,0,0
S02552,9,0,27,72,0,7,2021.0,Yes,1,2024.0,Not Placed,UK,9,-0.8785035087145754,1.1452908106018551,1,3,0,1.1325892448924972,1.611446112417955,3.0,0,0,1,0
S00791,8,5,32,24,12,4,2023.0,Yes,4,2026.0,Placed,Russia,2,0.9165390313449927,-0.5499569523637023,0,4,0,0.5608802015059405,0.6906008193616664,3.0,0,1,1,0
S01548,1,7,1,73,9,1,2019.0,Yes,1,2021.0,Not Placed,UK,9,-0.8785035087145754,-0.08550551045533036,0,1,0,-1.8941056906833906,-0.28549519127799955,2.0,0,0,1,0
S00053,6,9,35,32,14,3,2022.0,Yes,3,2025.0,Placed,USA,1,1.7549446134439093,1.354293959460622,2,0,2,0.7626598638776666,-0.1197430385278676,3.0,1,1,1,0
S01033,6,4,30,27,14,2,2021.0,Yes,4,2022.0,Not Placed,UK,9,-0.8785035087145754,-0.5499569523637023,0,0,1,-0.11171867306647898,-0.28549519127799955,1.0,1,0,1,0
S04090,3,5,32,11,3,5,2020.0,Yes,2,2023.0,Not Placed,UK,9,-0.8785035087145754,0.5182813640255532,2,0,0,0.09006098930524706,-0.28549519127799955,3.0,0,0,1,0
S01589,8,4,18,33,13,2,2020.0,No,3,2022.0,Placed,Ireland,1,0.6187718520774714,-1.6646404129437942,2,1,2,-0.07808872933785782,-0.28549519127799955,2.0,1,1,0,0
S01059,4,7,12,29,14,3,2019.0,Yes,0,2022.0,Not Placed,UK,9,-0.8785035087145754,0.28605564307136727,1,1,0,-1.8941056906833906,-0.28549519127799955,3.0,1,0,1,0
S02435,3,8,27,17,14,1,2021.0,Yes,0,2024.0,Placed,UK,8,1.8776520604064804,1.1452908106018551,3,4,1,0.5608802015059405,-0.8011685553895213,3.0,0,1,1,0
S02032,5,1,22,59,3,4,2019.0,No,3,2021.0,Placed,Finland,1,0.4332613810789388,1.1452908106018551,3,2,0,-0.04445878560923697,-0.28549519127799955,2.0,0,1,0,0
S01641,3,9,9,57,2,2,2022.0,No,1,2025.0,Placed,USA,4,1.1800356750475216,1.4471842478422963,5,4,0,0.25821070794835194,-0.5617487791948862,3.0,1,1,0,0
S04542,7,8,27,17,9,5,2021.0,No,4,2023.0,Placed,UK,7,1.4422111876321824,-0.921518105890399,5,0,1,0.5945101452345617,-0.8011685553895213,2.0,0,1,0,0
S00692,8,9,28,49,5,6,2019.0,No,2,2022.0,Placed,USA,11,0.7100679278346149,0.14672021049885567,4,0,0,0.2918406516769728,-0.3407459088613769,3.0,0,1,0,0
S04227,5,3,33,14,1,7,2020.0,Yes,0,2021.0,Placed,India,10,1.5497552043016123,-1.1072986826537479,0,0,3,0.7626598638776666,-0.08290922680561606,1.0,0,1,1,0
S00415,9,4,18,33,7,7,2019.0,Yes,0,2020.0,Not Placed,UK,9,-0.8785035087145754,1.4936293920331336,5,3,2,1.0653293574352556,-0.28549519127799955,1.0,0,0,1,0
S02219,3,9,35,32,6,0,2020.0,No,4,2021.0,Placed,USA,3,1.8506181684274212,0.913065089647669,1,1,1,0.5608802015059405,-0.1197430385278676,1.0,0,1,0,0
S03630,3,4,13,45,11,2,2023.0,No,3,2026.0,Not Placed,UK,9,-0.8785035087145754,-0.2712860872186792,0,3,1,0.7290299201490454,-0.28549519127799955,3.0,1,0,0,0
S03277,0,7,12,29,8,6,2019.0,Yes,1,2020.0,Placed,UAE,8,0.2837566626360312,0.21638792678511096,5,2,2,-0.07808872933785782,-0.28549519127799955,1.0,0,1,1,0
S04940,1,5,32,30,13,0,2020.0,No,3,2021.0,Not Placed,UK,9,-0.8785035087145754,-0.8750729616995618,1,3,1,0.7290299201490454,-0.28549519127799955,1.0,0,0,0,0
S01354,8,3,8,16,9,0,2023.0,Yes,3,2026.0,Not Placed,UK,9,-0.8785035087145754,0.5879490803118086,3,0,1,-0.178978560523721,-0.28549519127799955,3.0,0,0,1,0
S04117,6,3,33,14,7,0,2021.0,Yes,2,2022.0,Not Placed,UK,9,-0.8785035087145754,-0.10872808255074845,5,2,3,0.25821070794835194,-0.08290922680561606,1.0,0,0,1,0
S00123,2,7,12,58,6,7,2022.0,Yes,3,2025.0,Not Placed,UK,9,-0.8785035087145754,1.0756230943155987,5,3,1,0.7962898076062874,-0.28549519127799955,3.0,0,0,1,0
S01002,6,1,17,1,3,4,2020.0,No,2,2021.0,Not Placed,UK,9,-0.8785035087145754,-0.3641763756003536,5,2,0,-1.8941056906833906,0.8747698779729242,1.0,0,0,0,0
S00384,3,9,28,49,3,3,2021.0,Yes,4,2022.0,Not Placed,UK,9,-0.8785035087145754,0.5879490803118086,4,1,0,0.6617700326918035,-0.3407459088613769,1.0,1,0,1,0
S04593,5,6,23,71,14,0,2019.0,Yes,4,2021.0,Placed,South Africa,10,2.0139060309209214,-0.13195065464616756,3,1,0,0.8635496950635292,-0.28549519127799955,2.0,0,1,1,0
S01497,5,4,18,33,2,1,2020.0,No,0,2022.0,Not Placed,UK,9,-0.8785035087145754,-0.41062151979119077,4,0,0,-1.8941056906833906,-0.28549519127799955,2.0,0,0,0,0
S01429,2,0,50,54,13,1,2019.0,Yes,4,2022.0,Not Placed,UK,9,-0.8785035087145754,-0.8054052454133065,5,0,3,0.056431045576625906,-0.28549519127799955,3.0,0,0,1,0
S04615,3,2,20,9,8,4,2022.0,No,3,2025.0,Placed,Germany,0,0.894415014714428,-1.5020824082758635,0,1,0,0.7626598638776666,-0.28549519127799955,3.0,0,1,0,0
S04760,4,8,4,53,2,2,2019.0,Yes,0,2021.0,Placed,UK,6,0.912437609367134,-1.57175012456212,2,3,1,1.0989593011638763,0.6353501017782891,2.0,1,1,1,0
S03672,3,6,19,37,3,6,2021.0,No,2,2024.0,Not Placed,UK,9,-0.8785035087145754,-1.0376309663674925,5,1,2,0.2245807642197308,-0.28549519127799955,3.0,0,0,0,0
S02267,6,0,27,72,7,5,2023.0,Yes,4,2025.0,Not Placed,UK,9,-0.8785035087145754,1.122068238506436,2,3,1,-0.14534861679509983,1.611446112417955,2.0,0,0,1,0
S04478,1,5,36,34,7,7,2019.0,No,0,2022.0,Not Placed,UK,9,-0.8785035087145754,1.4471842478422963,1,4,3,1.0989593011638763,-0.28549519127799955,3.0,0,0,0,0
S04265,8,5,41,38,14,7,2019.0,Yes,1,2020.0,Not Placed,UK,9,-0.8785035087145754,1.1452908106018551,4,4,3,0.6953999764204246,-0.28549519127799955,1.0,0,0,1,0
S01183,8,6,23,71,11,0,2021.0,No,4,2023.0,Not Placed,UK,9,-0.8785035087145754,-0.31773123140951637,1,0,0,-1.8941056906833906,-0.28549519127799955,2.0,0,0,0,0
S00091,1,4,13,45,0,0,2022.0,No,4,2025.0,Not Placed,UK,9,-0.8785035087145754,-1.1072986826537479,5,3,0,0.6953999764204246,-0.28549519127799955,3.0,0,0,0,0
S02610,7,9,9,57,13,6,2020.0,Yes,4,2023.0,Placed,USA,3,-0.12031227568262629,-1.4324146919896081,0,4,2,0.9308095825207715,-0.5617487791948862,3.0,0,1,1,0
S03864,2,4,13,46,13,5,2022.0,No,0,2023.0,Not Placed,UK,9,-0.8785035087145754,-1.5020824082758635,3,0,0,-1.8941056906833906,1.279941806917691,1.0,0,0,0,0
S02567,6,7,12,29,6,1,2022.0,No,4,2025.0,Not Placed,UK,9,-0.8785035087145754,-1.339524403607934,0,2,0,-1.8941056906833906,-0.28549519127799955,3.0,0,0,0,0
S00502,9,5,32,11,7,1,2021.0,No,4,2023.0,Placed,Russia,12,1.7895897981318794,0.4950587919301342,4,1,3,0.7626598638776666,-0.28549519127799955,2.0,0,1,0,0
S02805,2,0,50,54,2,2,2022.0,No,2,2025.0,Placed,Canada,0,1.09824385598907,-0.5267343802682832,2,4,0,1.1325892448924972,-0.28549519127799955,3.0,1,1,0,1
S04551,2,8,4,53,4,1,2022.0,No,2,2023.0,Not Placed,UK,9,-0.8785035087145754,0.14672021049885567,2,4,3,0.056431045576625906,0.6353501017782891,1.0,0,0,0,0
S01858,2,5,24,19,6,5,2023.0,Yes,1,2024.0,Placed,Russia,8,-0.17856035511817744,-1.339524403607934,0,0,2,0.09006098930524706,-0.28549519127799955,1.0,0,1,1,0
S03794,2,9,42,47,11,6,2023.0,Yes,3,2026.0,Placed,USA,2,1.4878789438856477,-0.01583779416907404,2,1,0,-1.8941056906833906,-0.7275009319450181,3.0,0,1,1,0
